"index" "esu" "pop" "year" "parents" "offsprings"
1 "PS" "Cascade River" "1981" "295" "344"
1 "PS" "Cascade River" "1982" "198" "2458"
1 "PS" "Cascade River" "1983" "146" "1801"
1 "PS" "Cascade River" "1984" "113" "523"
1 "PS" "Cascade River" "1985" "100" "836"
1 "PS" "Cascade River" "1986" "380" "920"
1 "PS" "Cascade River" "1987" "200" "402"
1 "PS" "Cascade River" "1988" "133" "642"
1 "PS" "Cascade River" "1989" "218" "444"
1 "PS" "Cascade River" "1990" "269" "351"
1 "PS" "Cascade River" "1991" "135" "388"
1 "PS" "Cascade River" "1992" "205" "277"
1 "PS" "Cascade River" "1993" "168" "778"
1 "PS" "Cascade River" "1994" "173" "527"
1 "PS" "Cascade River" "1995" "225" "92"
1 "PS" "Cascade River" "1996" "208" "478"
1 "PS" "Cascade River" "1997" "308" "1379"
1 "PS" "Cascade River" "1998" "323" "339"
1 "PS" "Cascade River" "1999" "83" "433"
1 "PS" "Cascade River" "2000" "273" "524"
1 "PS" "Cascade River" "2001" "625" "479"
1 "PS" "Cascade River" "2002" "340" "559"
1 "PS" "Cascade River" "2003" "298" "273"
1 "PS" "Cascade River" "2004" "380" "455"
1 "PS" "Cascade River" "2005" "420" "562"
2 "PS" "Cedar Creek" "1965" "1046" "548"
2 "PS" "Cedar Creek" "1966" "1896" "5683"
2 "PS" "Cedar Creek" "1967" "1343" "4176"
2 "PS" "Cedar Creek" "1968" "1433" "15"
2 "PS" "Cedar Creek" "1969" "500" "4392"
2 "PS" "Cedar Creek" "1970" "1746" "3535"
2 "PS" "Cedar Creek" "1971" "505" "733"
2 "PS" "Cedar Creek" "1972" "452" "4085"
2 "PS" "Cedar Creek" "1973" "1040" "47"
2 "PS" "Cedar Creek" "1974" "598" "6937"
2 "PS" "Cedar Creek" "1975" "657" "2019"
2 "PS" "Cedar Creek" "1976" "469" "9099"
2 "PS" "Cedar Creek" "1977" "688" "2060"
2 "PS" "Cedar Creek" "1978" "967" "3410"
2 "PS" "Cedar Creek" "1979" "1268" "5506"
2 "PS" "Cedar Creek" "1980" "1400" "3336"
2 "PS" "Cedar Creek" "1981" "668" "8347"
2 "PS" "Cedar Creek" "1982" "786" "1013"
2 "PS" "Cedar Creek" "1983" "849" "4575"
2 "PS" "Cedar Creek" "1984" "912" "2607"
2 "PS" "Cedar Creek" "1985" "832" "708"
2 "PS" "Cedar Creek" "1986" "980" "3798"
2 "PS" "Cedar Creek" "1987" "1561" "20"
2 "PS" "Cedar Creek" "1988" "598" "4353"
2 "PS" "Cedar Creek" "1989" "559" "80"
2 "PS" "Cedar Creek" "1990" "521" "307"
2 "PS" "Cedar Creek" "1991" "510" "2085"
2 "PS" "Cedar Creek" "1992" "531" "443"
2 "PS" "Cedar Creek" "1993" "189" "222"
2 "PS" "Cedar Creek" "1994" "466" "585"
2 "PS" "Cedar Creek" "1995" "689" "585"
2 "PS" "Cedar Creek" "1996" "320" "8"
2 "PS" "Cedar Creek" "1997" "243" "1437"
2 "PS" "Cedar Creek" "1998" "433" "1003"
2 "PS" "Cedar Creek" "1999" "274" "759"
2 "PS" "Cedar Creek" "2000" "126" "1036"
2 "PS" "Cedar Creek" "2001" "836" "853"
2 "PS" "Cedar Creek" "2002" "389" "1249"
2 "PS" "Cedar Creek" "2003" "571" "3698"
2 "PS" "Cedar Creek" "2004" "601" "1822"
2 "PS" "Cedar Creek" "2005" "542" "763"
3 "PS" "Dungeness River" "1986" "238" "491"
3 "PS" "Dungeness River" "1987" "100" "65"
3 "PS" "Dungeness River" "1988" "335" "371"
3 "PS" "Dungeness River" "1989" "88" "60"
3 "PS" "Dungeness River" "1990" "310" "60"
3 "PS" "Dungeness River" "1991" "163" "234"
3 "PS" "Dungeness River" "1992" "153" "149"
3 "PS" "Dungeness River" "1993" "43" "47"
3 "PS" "Dungeness River" "1994" "65" "130"
3 "PS" "Dungeness River" "1995" "163" "54"
3 "PS" "Dungeness River" "1996" "183" "478"
3 "PS" "Dungeness River" "1997" "50" "110"
3 "PS" "Dungeness River" "1998" "110" "1132"
3 "PS" "Dungeness River" "1999" "75" "423"
3 "PS" "Dungeness River" "2000" "218" "1421"
3 "PS" "Dungeness River" "2001" "453" "1486"
3 "PS" "Dungeness River" "2002" "633" "1340"
3 "PS" "Dungeness River" "2003" "640" "608"
3 "PS" "Dungeness River" "2004" "953" "432"
3 "PS" "Dungeness River" "2005" "955" "326"
4 "PS" "Duwamish River" "1968" "5248" "16052"
4 "PS" "Duwamish River" "1969" "4274" "657"
4 "PS" "Duwamish River" "1970" "11551" "29315"
4 "PS" "Duwamish River" "1971" "5848" "9368"
4 "PS" "Duwamish River" "1972" "4783" "30335"
4 "PS" "Duwamish River" "1973" "3363" "6675"
4 "PS" "Duwamish River" "1974" "5346" "807"
4 "PS" "Duwamish River" "1975" "3480" "27202"
4 "PS" "Duwamish River" "1976" "3150" "34078"
4 "PS" "Duwamish River" "1977" "4365" "1285"
4 "PS" "Duwamish River" "1978" "3884" "1349"
4 "PS" "Duwamish River" "1979" "9725" "29291"
4 "PS" "Duwamish River" "1980" "7765" "32597"
4 "PS" "Duwamish River" "1981" "4798" "15940"
4 "PS" "Duwamish River" "1982" "2014" "758"
4 "PS" "Duwamish River" "1983" "3840" "21586"
4 "PS" "Duwamish River" "1984" "3363" "23845"
4 "PS" "Duwamish River" "1985" "3231" "16165"
4 "PS" "Duwamish River" "1986" "5408" "52907"
4 "PS" "Duwamish River" "1987" "10731" "11759"
4 "PS" "Duwamish River" "1988" "8466" "24670"
4 "PS" "Duwamish River" "1989" "11512" "6467"
4 "PS" "Duwamish River" "1990" "7104" "13239"
4 "PS" "Duwamish River" "1991" "10548" "10816"
4 "PS" "Duwamish River" "1992" "5692" "12342"
4 "PS" "Duwamish River" "1993" "2559" "17648"
4 "PS" "Duwamish River" "1994" "4284" "8609"
4 "PS" "Duwamish River" "1995" "9219" "15934"
4 "PS" "Duwamish River" "1996" "6428" "8172"
4 "PS" "Duwamish River" "1997" "7429" "16782"
4 "PS" "Duwamish River" "1998" "6250" "40117"
4 "PS" "Duwamish River" "1999" "7502" "6452"
4 "PS" "Duwamish River" "2000" "4876" "24629"
4 "PS" "Duwamish River" "2001" "6594" "887"
4 "PS" "Duwamish River" "2002" "8090" "17680"
4 "PS" "Duwamish River" "2003" "5890" "6494"
4 "PS" "Duwamish River" "2004" "8320" "22511"
4 "PS" "Duwamish River" "2005" "2617" "754"
5 "PS" "Elwha River" "1986" "888" "3365"
5 "PS" "Elwha River" "1987" "1672" "5485"
5 "PS" "Elwha River" "1988" "5309" "4656"
5 "PS" "Elwha River" "1989" "3059" "467"
5 "PS" "Elwha River" "1990" "1655" "701"
5 "PS" "Elwha River" "1991" "1474" "560"
5 "PS" "Elwha River" "1992" "485" "450"
5 "PS" "Elwha River" "1993" "636" "1821"
5 "PS" "Elwha River" "1994" "164" "907"
5 "PS" "Elwha River" "1995" "540" "1323"
5 "PS" "Elwha River" "1996" "374" "418"
5 "PS" "Elwha River" "1997" "1578" "1785"
5 "PS" "Elwha River" "1998" "724" "643"
5 "PS" "Elwha River" "1999" "927" "891"
5 "PS" "Elwha River" "2000" "725" "3257"
5 "PS" "Elwha River" "2001" "665" "958"
5 "PS" "Elwha River" "2002" "888" "965"
5 "PS" "Elwha River" "2003" "471" "633"
5 "PS" "Elwha River" "2004" "928" "492"
5 "PS" "Elwha River" "2005" "748" "1337"
6 "PS" "Nisqually River" "1968" "615" "5869"
6 "PS" "Nisqually River" "1969" "321" "17119"
6 "PS" "Nisqually River" "1970" "912" "5490"
6 "PS" "Nisqually River" "1971" "829" "8974"
6 "PS" "Nisqually River" "1972" "710" "8676"
6 "PS" "Nisqually River" "1973" "721" "5613"
6 "PS" "Nisqually River" "1974" "511" "95"
6 "PS" "Nisqually River" "1975" "564" "13216"
6 "PS" "Nisqually River" "1976" "450" "32915"
6 "PS" "Nisqually River" "1977" "233" "4317"
6 "PS" "Nisqually River" "1978" "197" "12719"
6 "PS" "Nisqually River" "1979" "1675" "31163"
6 "PS" "Nisqually River" "1980" "1143" "15437"
6 "PS" "Nisqually River" "1981" "466" "509"
6 "PS" "Nisqually River" "1982" "871" "2286"
6 "PS" "Nisqually River" "1983" "1067" "1606"
6 "PS" "Nisqually River" "1984" "323" "514"
6 "PS" "Nisqually River" "1985" "114" "24080"
6 "PS" "Nisqually River" "1986" "303" "0"
6 "PS" "Nisqually River" "1987" "114" "17997"
6 "PS" "Nisqually River" "1988" "1342" "646"
6 "PS" "Nisqually River" "1989" "2416" "8829"
6 "PS" "Nisqually River" "1990" "998" "9953"
6 "PS" "Nisqually River" "1991" "972" "1428"
6 "PS" "Nisqually River" "1992" "118" "5040"
6 "PS" "Nisqually River" "1993" "1670" "937"
6 "PS" "Nisqually River" "1994" "1779" "2842"
6 "PS" "Nisqually River" "1995" "858" "1847"
6 "PS" "Nisqually River" "1996" "624" "16629"
6 "PS" "Nisqually River" "1997" "349" "1016"
6 "PS" "Nisqually River" "1998" "898" "5256"
6 "PS" "Nisqually River" "1999" "1399" "3506"
6 "PS" "Nisqually River" "2000" "1253" "6685"
6 "PS" "Nisqually River" "2001" "1116" "1858"
6 "PS" "Nisqually River" "2002" "1602" "5209"
6 "PS" "Nisqually River" "2003" "639" "1441"
6 "PS" "Nisqually River" "2004" "2788" "16983"
6 "PS" "Nisqually River" "2005" "2265" "4738"
7 "PS" "Nooksack River (north fork)" "1984" "46" "842"
7 "PS" "Nooksack River (north fork)" "1985" "256" "576"
7 "PS" "Nooksack River (north fork)" "1986" "226" "13"
7 "PS" "Nooksack River (north fork)" "1987" "181" "180"
7 "PS" "Nooksack River (north fork)" "1988" "452" "685"
7 "PS" "Nooksack River (north fork)" "1989" "301" "855"
7 "PS" "Nooksack River (north fork)" "1990" "10" "111"
7 "PS" "Nooksack River (north fork)" "1991" "108" "244"
7 "PS" "Nooksack River (north fork)" "1992" "498" "851"
7 "PS" "Nooksack River (north fork)" "1993" "446" "582"
7 "PS" "Nooksack River (north fork)" "1994" "46" "267"
7 "PS" "Nooksack River (north fork)" "1995" "235" "886"
7 "PS" "Nooksack River (north fork)" "1996" "536" "1680"
7 "PS" "Nooksack River (north fork)" "1997" "621" "5254"
7 "PS" "Nooksack River (north fork)" "1998" "376" "5337"
7 "PS" "Nooksack River (north fork)" "1999" "834" "4208"
7 "PS" "Nooksack River (north fork)" "2000" "1372" "4237"
7 "PS" "Nooksack River (north fork)" "2001" "4057" "2734"
7 "PS" "Nooksack River (north fork)" "2002" "7473" "1897"
7 "PS" "Nooksack River (north fork)" "2003" "3459" "1852"
7 "PS" "Nooksack River (north fork)" "2004" "3527" "1618"
7 "PS" "Nooksack River (north fork)" "2005" "3156" "1996"
8 "PS" "Nooksack River (south fork)" "1984" "188" "448"
8 "PS" "Nooksack River (south fork)" "1985" "445" "1364"
8 "PS" "Nooksack River (south fork)" "1986" "170" "216"
8 "PS" "Nooksack River (south fork)" "1987" "248" "950"
8 "PS" "Nooksack River (south fork)" "1988" "233" "100"
8 "PS" "Nooksack River (south fork)" "1989" "606" "457"
8 "PS" "Nooksack River (south fork)" "1990" "142" "152"
8 "PS" "Nooksack River (south fork)" "1991" "365" "410"
8 "PS" "Nooksack River (south fork)" "1992" "103" "368"
8 "PS" "Nooksack River (south fork)" "1993" "235" "234"
8 "PS" "Nooksack River (south fork)" "1994" "118" "190"
8 "PS" "Nooksack River (south fork)" "1995" "290" "368"
8 "PS" "Nooksack River (south fork)" "1996" "203" "634"
8 "PS" "Nooksack River (south fork)" "1997" "180" "568"
8 "PS" "Nooksack River (south fork)" "1998" "157" "713"
8 "PS" "Nooksack River (south fork)" "1999" "288" "658"
8 "PS" "Nooksack River (south fork)" "2000" "373" "345"
8 "PS" "Nooksack River (south fork)" "2001" "420" "268"
8 "PS" "Nooksack River (south fork)" "2002" "625" "913"
8 "PS" "Nooksack River (south fork)" "2003" "591" "538"
8 "PS" "Nooksack River (south fork)" "2004" "172" "738"
8 "PS" "Nooksack River (south fork)" "2005" "233" "610"
9 "PS" "Puyallup River" "1968" "893" "5793"
9 "PS" "Puyallup River" "1969" "915" "2979"
9 "PS" "Puyallup River" "1970" "5387" "10003"
9 "PS" "Puyallup River" "1971" "2252" "6860"
9 "PS" "Puyallup River" "1972" "934" "14048"
9 "PS" "Puyallup River" "1973" "659" "977"
9 "PS" "Puyallup River" "1974" "1546" "4810"
9 "PS" "Puyallup River" "1975" "1440" "10773"
9 "PS" "Puyallup River" "1976" "1125" "16602"
9 "PS" "Puyallup River" "1977" "720" "74"
9 "PS" "Puyallup River" "1978" "1045" "6928"
9 "PS" "Puyallup River" "1979" "2509" "6950"
9 "PS" "Puyallup River" "1980" "2554" "23354"
9 "PS" "Puyallup River" "1981" "527" "7856"
9 "PS" "Puyallup River" "1982" "905" "1926"
9 "PS" "Puyallup River" "1983" "1236" "2250"
9 "PS" "Puyallup River" "1984" "1301" "4463"
9 "PS" "Puyallup River" "1985" "1165" "6398"
9 "PS" "Puyallup River" "1986" "760" "20009"
9 "PS" "Puyallup River" "1987" "965" "4134"
9 "PS" "Puyallup River" "1988" "1396" "22847"
9 "PS" "Puyallup River" "1989" "2574" "5108"
9 "PS" "Puyallup River" "1990" "3572" "7904"
9 "PS" "Puyallup River" "1991" "1768" "3259"
9 "PS" "Puyallup River" "1992" "3090" "5037"
9 "PS" "Puyallup River" "1993" "2084" "3187"
9 "PS" "Puyallup River" "1994" "2621" "3629"
9 "PS" "Puyallup River" "1995" "2750" "3357"
9 "PS" "Puyallup River" "1996" "2518" "1930"
9 "PS" "Puyallup River" "1997" "1583" "3578"
9 "PS" "Puyallup River" "1998" "3199" "4760"
9 "PS" "Puyallup River" "1999" "2006" "2615"
9 "PS" "Puyallup River" "2000" "1232" "4220"
9 "PS" "Puyallup River" "2001" "2003" "973"
9 "PS" "Puyallup River" "2002" "1849" "3762"
9 "PS" "Puyallup River" "2003" "1609" "3095"
9 "PS" "Puyallup River" "2004" "1864" "4722"
9 "PS" "Puyallup River" "2005" "1094" "1858"
10 "PS" "Sammamish River" "1983" "550" "1494"
10 "PS" "Sammamish River" "1984" "361" "838"
10 "PS" "Sammamish River" "1985" "195" "650"
10 "PS" "Sammamish River" "1986" "538" "1708"
10 "PS" "Sammamish River" "1987" "508" "407"
10 "PS" "Sammamish River" "1988" "239" "806"
10 "PS" "Sammamish River" "1989" "458" "548"
10 "PS" "Sammamish River" "1990" "325" "141"
10 "PS" "Sammamish River" "1991" "160" "1065"
10 "PS" "Sammamish River" "1992" "267" "20"
10 "PS" "Sammamish River" "1993" "96" "42"
10 "PS" "Sammamish River" "1994" "437" "83"
10 "PS" "Sammamish River" "1995" "250" "671"
10 "PS" "Sammamish River" "1996" "34" "737"
10 "PS" "Sammamish River" "1997" "85" "238"
10 "PS" "Sammamish River" "1998" "281" "1187"
10 "PS" "Sammamish River" "1999" "542" "50"
10 "PS" "Sammamish River" "2000" "238" "425"
10 "PS" "Sammamish River" "2001" "459" "39"
10 "PS" "Sammamish River" "2002" "276" "346"
10 "PS" "Sammamish River" "2003" "213" "45"
10 "PS" "Sammamish River" "2004" "152" "352"
10 "PS" "Sammamish River" "2005" "216" "125"
11 "PS" "Sauk River (lower)" "1952" "547" "3110"
11 "PS" "Sauk River (lower)" "1953" "564" "2247"
11 "PS" "Sauk River (lower)" "1954" "565" "4258"
11 "PS" "Sauk River (lower)" "1955" "631" "2906"
11 "PS" "Sauk River (lower)" "1956" "544" "7285"
11 "PS" "Sauk River (lower)" "1957" "397" "5587"
11 "PS" "Sauk River (lower)" "1958" "676" "2914"
11 "PS" "Sauk River (lower)" "1959" "509" "7079"
11 "PS" "Sauk River (lower)" "1960" "1142" "2342"
11 "PS" "Sauk River (lower)" "1961" "1007" "3420"
11 "PS" "Sauk River (lower)" "1962" "534" "6415"
11 "PS" "Sauk River (lower)" "1963" "1140" "2867"
11 "PS" "Sauk River (lower)" "1964" "486" "8102"
11 "PS" "Sauk River (lower)" "1965" "525" "4359"
11 "PS" "Sauk River (lower)" "1966" "1056" "11433"
11 "PS" "Sauk River (lower)" "1967" "563" "10437"
11 "PS" "Sauk River (lower)" "1968" "1186" "13485"
11 "PS" "Sauk River (lower)" "1969" "925" "22021"
11 "PS" "Sauk River (lower)" "1970" "1816" "5536"
11 "PS" "Sauk River (lower)" "1971" "1805" "7974"
11 "PS" "Sauk River (lower)" "1972" "2236" "17269"
11 "PS" "Sauk River (lower)" "1973" "3896" "10186"
11 "PS" "Sauk River (lower)" "1974" "1082" "14194"
11 "PS" "Sauk River (lower)" "1975" "964" "13945"
11 "PS" "Sauk River (lower)" "1976" "1770" "18571"
11 "PS" "Sauk River (lower)" "1977" "926" "11099"
11 "PS" "Sauk River (lower)" "1978" "1640" "9734"
11 "PS" "Sauk River (lower)" "1979" "1636" "2809"
11 "PS" "Sauk River (lower)" "1980" "2738" "3540"
11 "PS" "Sauk River (lower)" "1981" "1702" "5184"
11 "PS" "Sauk River (lower)" "1982" "1133" "4209"
11 "PS" "Sauk River (lower)" "1983" "375" "2732"
11 "PS" "Sauk River (lower)" "1984" "680" "6004"
11 "PS" "Sauk River (lower)" "1985" "515" "1613"
11 "PS" "Sauk River (lower)" "1986" "1143" "5080"
11 "PS" "Sauk River (lower)" "1987" "792" "2072"
11 "PS" "Sauk River (lower)" "1988" "1052" "2201"
11 "PS" "Sauk River (lower)" "1989" "449" "738"
11 "PS" "Sauk River (lower)" "1990" "1294" "321"
11 "PS" "Sauk River (lower)" "1991" "658" "810"
11 "PS" "Sauk River (lower)" "1992" "469" "2660"
11 "PS" "Sauk River (lower)" "1993" "205" "498"
11 "PS" "Sauk River (lower)" "1994" "112" "951"
11 "PS" "Sauk River (lower)" "1995" "278" "477"
11 "PS" "Sauk River (lower)" "1996" "1103" "2811"
11 "PS" "Sauk River (lower)" "1997" "295" "1882"
11 "PS" "Sauk River (lower)" "1998" "460" "1376"
11 "PS" "Sauk River (lower)" "1999" "295" "2335"
11 "PS" "Sauk River (lower)" "2000" "576" "406"
11 "PS" "Sauk River (lower)" "2001" "1103" "1148"
11 "PS" "Sauk River (lower)" "2002" "910" "1506"
11 "PS" "Sauk River (lower)" "2003" "1493" "410"
11 "PS" "Sauk River (lower)" "2004" "443" "1451"
11 "PS" "Sauk River (lower)" "2005" "875" "4430"
12 "PS" "Sauk River (upper)" "1952" "1849" "19748"
12 "PS" "Sauk River (upper)" "1953" "789" "12975"
12 "PS" "Sauk River (upper)" "1954" "649" "1365"
12 "PS" "Sauk River (upper)" "1955" "844" "11132"
12 "PS" "Sauk River (upper)" "1956" "1884" "27343"
12 "PS" "Sauk River (upper)" "1957" "2523" "13448"
12 "PS" "Sauk River (upper)" "1958" "636" "17493"
12 "PS" "Sauk River (upper)" "1959" "740" "2867"
12 "PS" "Sauk River (upper)" "1960" "3345" "7981"
12 "PS" "Sauk River (upper)" "1961" "3302" "15764"
12 "PS" "Sauk River (upper)" "1962" "1643" "7797"
12 "PS" "Sauk River (upper)" "1963" "1249" "61"
12 "PS" "Sauk River (upper)" "1964" "681" "2489"
12 "PS" "Sauk River (upper)" "1965" "2018" "7038"
12 "PS" "Sauk River (upper)" "1966" "1366" "7698"
12 "PS" "Sauk River (upper)" "1967" "336" "57"
12 "PS" "Sauk River (upper)" "1968" "147" "5593"
12 "PS" "Sauk River (upper)" "1969" "978" "3302"
12 "PS" "Sauk River (upper)" "1970" "1066" "1271"
12 "PS" "Sauk River (upper)" "1971" "610" "1696"
12 "PS" "Sauk River (upper)" "1972" "150" "607"
12 "PS" "Sauk River (upper)" "1973" "1255" "607"
12 "PS" "Sauk River (upper)" "1974" "108" "3742"
12 "PS" "Sauk River (upper)" "1975" "300" "609"
12 "PS" "Sauk River (upper)" "1976" "173" "6868"
12 "PS" "Sauk River (upper)" "1977" "113" "63"
12 "PS" "Sauk River (upper)" "1978" "404" "3799"
12 "PS" "Sauk River (upper)" "1979" "411" "71"
12 "PS" "Sauk River (upper)" "1980" "590" "1834"
12 "PS" "Sauk River (upper)" "1981" "393" "8884"
12 "PS" "Sauk River (upper)" "1982" "277" "1576"
12 "PS" "Sauk River (upper)" "1983" "202" "11205"
12 "PS" "Sauk River (upper)" "1984" "238" "2161"
12 "PS" "Sauk River (upper)" "1985" "1819" "2858"
12 "PS" "Sauk River (upper)" "1986" "736" "1548"
12 "PS" "Sauk River (upper)" "1987" "815" "3196"
12 "PS" "Sauk River (upper)" "1988" "870" "1088"
12 "PS" "Sauk River (upper)" "1989" "668" "699"
12 "PS" "Sauk River (upper)" "1990" "557" "142"
12 "PS" "Sauk River (upper)" "1991" "747" "626"
12 "PS" "Sauk River (upper)" "1992" "580" "509"
12 "PS" "Sauk River (upper)" "1993" "323" "685"
12 "PS" "Sauk River (upper)" "1994" "130" "489"
12 "PS" "Sauk River (upper)" "1995" "190" "270"
12 "PS" "Sauk River (upper)" "1996" "408" "653"
12 "PS" "Sauk River (upper)" "1997" "305" "1468"
12 "PS" "Sauk River (upper)" "1998" "290" "286"
12 "PS" "Sauk River (upper)" "1999" "180" "628"
12 "PS" "Sauk River (upper)" "2000" "388" "761"
12 "PS" "Sauk River (upper)" "2001" "543" "386"
12 "PS" "Sauk River (upper)" "2002" "460" "1235"
12 "PS" "Sauk River (upper)" "2003" "193" "197"
12 "PS" "Sauk River (upper)" "2004" "700" "2053"
12 "PS" "Sauk River (upper)" "2005" "308" "129"
13 "PS" "Skagit River (lower)" "1952" "2662" "12741"
13 "PS" "Skagit River (lower)" "1953" "1806" "15618"
13 "PS" "Skagit River (lower)" "1954" "1707" "23675"
13 "PS" "Skagit River (lower)" "1955" "1339" "37710"
13 "PS" "Skagit River (lower)" "1956" "1686" "62260"
13 "PS" "Skagit River (lower)" "1957" "2220" "32725"
13 "PS" "Skagit River (lower)" "1958" "3121" "8659"
13 "PS" "Skagit River (lower)" "1959" "5028" "28101"
13 "PS" "Skagit River (lower)" "1960" "9263" "17054"
13 "PS" "Skagit River (lower)" "1961" "4567" "29885"
13 "PS" "Skagit River (lower)" "1962" "1850" "33047"
13 "PS" "Skagit River (lower)" "1963" "3353" "20059"
13 "PS" "Skagit River (lower)" "1964" "2836" "35192"
13 "PS" "Skagit River (lower)" "1965" "3961" "11006"
13 "PS" "Skagit River (lower)" "1966" "4624" "48154"
13 "PS" "Skagit River (lower)" "1967" "3262" "35829"
13 "PS" "Skagit River (lower)" "1968" "3898" "46231"
13 "PS" "Skagit River (lower)" "1969" "3039" "32405"
13 "PS" "Skagit River (lower)" "1970" "5966" "20782"
13 "PS" "Skagit River (lower)" "1971" "5931" "21340"
13 "PS" "Skagit River (lower)" "1972" "7346" "58392"
13 "PS" "Skagit River (lower)" "1973" "4911" "21553"
13 "PS" "Skagit River (lower)" "1974" "3116" "27528"
13 "PS" "Skagit River (lower)" "1975" "3185" "28246"
13 "PS" "Skagit River (lower)" "1976" "5590" "35163"
13 "PS" "Skagit River (lower)" "1977" "2485" "15419"
13 "PS" "Skagit River (lower)" "1978" "2987" "16276"
13 "PS" "Skagit River (lower)" "1979" "3829" "32946"
13 "PS" "Skagit River (lower)" "1980" "4921" "11075"
13 "PS" "Skagit River (lower)" "1981" "2348" "16909"
13 "PS" "Skagit River (lower)" "1982" "1932" "22359"
13 "PS" "Skagit River (lower)" "1983" "3151" "8022"
13 "PS" "Skagit River (lower)" "1984" "2306" "16445"
13 "PS" "Skagit River (lower)" "1985" "1686" "2912"
13 "PS" "Skagit River (lower)" "1986" "4584" "17642"
13 "PS" "Skagit River (lower)" "1987" "2635" "2929"
13 "PS" "Skagit River (lower)" "1988" "2339" "7554"
13 "PS" "Skagit River (lower)" "1989" "1454" "3047"
13 "PS" "Skagit River (lower)" "1990" "3705" "3488"
13 "PS" "Skagit River (lower)" "1991" "1510" "577"
13 "PS" "Skagit River (lower)" "1992" "1331" "4511"
13 "PS" "Skagit River (lower)" "1993" "942" "1478"
13 "PS" "Skagit River (lower)" "1994" "884" "3283"
13 "PS" "Skagit River (lower)" "1995" "666" "1633"
13 "PS" "Skagit River (lower)" "1996" "1521" "8536"
13 "PS" "Skagit River (lower)" "1997" "409" "7019"
13 "PS" "Skagit River (lower)" "1998" "2388" "3947"
13 "PS" "Skagit River (lower)" "1999" "1043" "2789"
13 "PS" "Skagit River (lower)" "2000" "3262" "4606"
13 "PS" "Skagit River (lower)" "2001" "2606" "3545"
13 "PS" "Skagit River (lower)" "2002" "4866" "4421"
13 "PS" "Skagit River (lower)" "2003" "1161" "1289"
13 "PS" "Skagit River (lower)" "2004" "3070" "6416"
13 "PS" "Skagit River (lower)" "2005" "3320" "3647"
14 "PS" "Skagit River (upper)" "1952" "8396" "40347"
14 "PS" "Skagit River (upper)" "1953" "9800" "36087"
14 "PS" "Skagit River (upper)" "1954" "5847" "68657"
14 "PS" "Skagit River (upper)" "1955" "5661" "63121"
14 "PS" "Skagit River (upper)" "1956" "5527" "114870"
14 "PS" "Skagit River (upper)" "1957" "5468" "23762"
14 "PS" "Skagit River (upper)" "1958" "8662" "56944"
14 "PS" "Skagit River (upper)" "1959" "9334" "32228"
14 "PS" "Skagit River (upper)" "1960" "14563" "38154"
14 "PS" "Skagit River (upper)" "1961" "5485" "57727"
14 "PS" "Skagit River (upper)" "1962" "6548" "56183"
14 "PS" "Skagit River (upper)" "1963" "5366" "14614"
14 "PS" "Skagit River (upper)" "1964" "5325" "73945"
14 "PS" "Skagit River (upper)" "1965" "7779" "14972"
14 "PS" "Skagit River (upper)" "1966" "7509" "95970"
14 "PS" "Skagit River (upper)" "1967" "3742" "63387"
14 "PS" "Skagit River (upper)" "1968" "7245" "90445"
14 "PS" "Skagit River (upper)" "1969" "5649" "60850"
14 "PS" "Skagit River (upper)" "1970" "11090" "56170"
14 "PS" "Skagit River (upper)" "1971" "11024" "48566"
14 "PS" "Skagit River (upper)" "1972" "13653" "65786"
14 "PS" "Skagit River (upper)" "1973" "9836" "60509"
14 "PS" "Skagit River (upper)" "1974" "8389" "78337"
14 "PS" "Skagit River (upper)" "1975" "7171" "52989"
14 "PS" "Skagit River (upper)" "1976" "6760" "98265"
14 "PS" "Skagit River (upper)" "1977" "5807" "11361"
14 "PS" "Skagit River (upper)" "1978" "8448" "80986"
14 "PS" "Skagit River (upper)" "1979" "7841" "33907"
14 "PS" "Skagit River (upper)" "1980" "12399" "55162"
14 "PS" "Skagit River (upper)" "1981" "4233" "94531"
14 "PS" "Skagit River (upper)" "1982" "6845" "74003"
14 "PS" "Skagit River (upper)" "1983" "5197" "14668"
14 "PS" "Skagit River (upper)" "1984" "9642" "61019"
14 "PS" "Skagit River (upper)" "1985" "13801" "22792"
14 "PS" "Skagit River (upper)" "1986" "12181" "39982"
14 "PS" "Skagit River (upper)" "1987" "5982" "11781"
14 "PS" "Skagit River (upper)" "1988" "8077" "27375"
14 "PS" "Skagit River (upper)" "1989" "4781" "18767"
14 "PS" "Skagit River (upper)" "1990" "11793" "12668"
14 "PS" "Skagit River (upper)" "1991" "3656" "13543"
14 "PS" "Skagit River (upper)" "1992" "5548" "17615"
14 "PS" "Skagit River (upper)" "1993" "4654" "16994"
14 "PS" "Skagit River (upper)" "1994" "4565" "19438"
14 "PS" "Skagit River (upper)" "1995" "5948" "6146"
14 "PS" "Skagit River (upper)" "1996" "7989" "59938"
14 "PS" "Skagit River (upper)" "1997" "4168" "18722"
14 "PS" "Skagit River (upper)" "1998" "11761" "16570"
14 "PS" "Skagit River (upper)" "1999" "3586" "16245"
14 "PS" "Skagit River (upper)" "2000" "13092" "24265"
14 "PS" "Skagit River (upper)" "2001" "10084" "20398"
14 "PS" "Skagit River (upper)" "2002" "13815" "26681"
14 "PS" "Skagit River (upper)" "2003" "7123" "12333"
